SiteId,FuelId,CollectionMethod,TransactionDateUtc,Price
61290151,2,Q,2024-06-02T23:56:20.107,1899.0
61291313,2,Q,2025-03-12T22:08:47.37,1830.0
61401007,2,Q,2025-03-23T18:26:01.243,1979.0
61401008,2,Q,2025-03-24T00:30:00,1979.0
61401010,2,Q,2025-03-21T00:35:38.147,1919.0
61401011,2,Q,2025-03-23T14:01:00,1919.0
61401013,2,Q,2025-03-17T23:11:49,1939.0
61401014,2,Q,2025-03-23T18:26:01.243,1939.0
61401015,2,Q,2025-03-23T23:09:00,1869.0
61401017,2,Q,2025-03-23T14:01:00,1899.0
61401019,2,Q,2025-03-23T21:57:30.053,1899.0
61401020,2,Q,2025-03-23T14:01:00,1979.0
61401023,2,Q,2025-03-24T00:30:00,1979.0
61401024,2,Q,2025-03-23T22:51:00,1979.0
61401025,2,Q,2025-03-23T14:01:00,1999.0
61401029,2,Q,2025-03-23T03:58:21.353,1999.0
61401030,2,Q,2025-03-23T01:22:43,1799.0
61401031,2,Q,2025-03-10T23:00:51.69,1695.0
61401033,2,Q,2025-03-20T22:15:46.467,1899.0
61401035,2,Q,2025-03-22T20:54:50.96,1695.0
61401038,2,Q,2025-03-04T05:38:17,1695.0
61401039,2,Q,2025-03-10T21:30:44.207,1799.0
61401044,2,Q,2025-03-21T03:30:33,1859.0
61401046,2,Q,2025-03-21T23:05:36.97,1859.0
61401051,2,Q,2025-03-23T18:26:01.243,1939.0
61401053,2,Q,2025-03-18T01:15:45.34,1939.0
61401054,2,Q,2025-03-23T14:01:00,1939.0
61401057,2,Q,2025-03-12T22:20:36.517,1959.0
61401061,2,Q,2025-03-09T23:05:20,1695.0
61401062,2,Q,2025-03-23T18:26:01.243,1859.0
61401064,2,Q,2025-03-23T18:26:01.243,1959.0
61401067,2,Q,2025-03-20T00:25:20.257,1997.0
61401068,2,Q,2025-03-20T23:45:44.337,1959.0
61401080,2,Q,2025-03-21T00:29:15,1959.0
