SiteId,FuelId,CollectionMethod,TransactionDateUtc,Price
61290151,2,Q,2023-02-13T06:26:40.907,1799.0
61291313,2,Q,2023-02-22T21:38:04.41,1890.0
61401007,2,Q,2023-04-09T19:24:00,2099.0
61401008,2,Q,2023-04-10T00:15:00,2099.0
61401010,2,Q,2023-04-03T01:20:36.62,2099.0
61401011,2,Q,2023-04-09T14:01:00,2099.0
61401013,2,Q,2023-04-04T06:17:12,2097.0
61401014,2,Q,2023-04-09T19:24:00,2097.0
61401015,2,Q,2023-04-09T14:01:00,2099.0
61401017,2,Q,2023-04-09T14:01:00,2099.0
61401019,2,Q,2023-04-06T03:35:01.113,2099.0
61401020,2,Q,2023-04-09T14:01:00,2099.0
61401023,2,Q,2023-04-10T00:15:00,2099.0
61401024,2,Q,2023-04-09T19:24:00,2099.0
61401025,2,Q,2023-04-09T14:01:00,1749.0
61401029,2,Q,2023-04-03T22:37:27.73,2099.0
61401030,2,Q,2023-04-06T07:09:21,1799.0
61401033,2,Q,2023-04-07T23:30:37.233,2099.0
61401035,2,Q,2023-04-05T21:22:27.773,1737.0
61401038,2,Q,2023-04-05T15:16:48,1737.0
61401039,2,Q,2023-04-09T21:15:36.903,2099.0
61401044,2,Q,2023-04-06T00:44:07,1769.0
61401046,2,Q,2023-04-06T02:20:32.43,2099.0
61401051,2,Q,2023-04-09T19:24:00,2099.0
61401053,2,Q,2023-04-07T01:00:40.963,2099.0
61401054,2,Q,2023-04-09T14:01:00,2099.0
61401057,2,Q,2023-04-07T03:30:37.237,2099.0
61401061,2,Q,2023-04-05T18:57:04,1737.0
61401062,2,Q,2023-04-09T21:27:00,1799.0
61401064,2,Q,2023-04-09T19:24:00,2097.0
61401067,2,Q,2023-03-23T01:14:56.04,1999.0
61401068,2,Q,2023-04-06T01:45:36.953,2099.0
61401080,2,Q,2023-04-06T00:51:49,2097.0
61401083,2,Q,2023-04-07T02:47:08,2097.0
61401090,2,Q,2023-04-07T12:25:11.313,1999.0
61401092,2,Q,2023-04-10T00:22:40.747,2099.0
61401094,2,Q,2023-04-10T00:22:40.747,2099.0
61401106,2,Q,2023-04-10T00:22:40.747,2099.0
61401117,2,Q,2023-04-03T23:09:15.183,1819.0
61401118,2,Q,2023-04-09T19:24:00,1779.0
61401119,2,Q,2023-04-10T00:22:40.747,1779.0
61401124,2,Q,2023-04-09T14:01:00,1779.0
61401126,2,Q,2023-04-02T22:15:40.73,2099.0
61401128,2,Q,2023-04-09T21:20:30.8,1779.0
61401131,2,Q,2023-04-01T02:38:48.84,1755.0
61401132,2,Q,2023-03-29T07:35:00,1759.0
61401134,2,Q,2023-04-09T14:01:00,2099.0
61401136,2,Q,2023-04-06T02:22:30.28,2099.0
61401137,2,Q,2023-04-05T22:23:31.96,2099.0
61401138,2,Q,2023-04-07T01:00:40.963,2099.0
61401140,2,Q,2023-04-06T23:43:25.673,1799.0
61401142,2,Q,2023-04-09T14:01:00,1799.0
61401147,2,Q,2023-03-28T23:58:20,1779.0
61401148,2,Q,2023-04-08T01:15:34.53,1789.0
61401149,2,Q,2023-04-08T01:15:34.53,1789.0
61401155,2,Q,2023-04-09T14:01:00,2089.0
61401156,2,Q,2023-04-05T04:08:41.253,2099.0
61401157,2,Q,2023-04-10T00:15:00,2099.0
61401159,2,Q,2023-04-10T00:22:40.747,2099.0
61401160,2,Q,2023-04-07T03:37:51,2099.0
61401167,2,Q,2023-04-09T14:01:00,2099.0
61401170,2,Q,2023-04-05T01:20:32.02,2099.0
61401172,2,Q,2023-04-04T00:35:32.48,2099.0
61401173,2,Q,2023-04-06T01:53:46,1899.0
61401177,2,Q,2023-04-09T19:24:00,1739.0
61401180,2,Q,2023-04-09T23:05:15.203,1735.0
61401183,2,Q,2023-04-09T14:01:00,1749.0
61401185,2,Q,2023-04-09T19:24:00,1749.0
61401188,2,Q,2023-04-09T19:24:00,1759.0
61401189,2,Q,2023-04-09T19:24:00,1749.0
61401195,2,Q,2023-04-10T00:15:00,1749.0
61401200,2,Q,2023-04-09T21:27:00,1769.0
61401206,2,Q,2023-04-09T14:01:00,2099.0
61401210,2,Q,2023-04-05T02:08:25.753,2089.0
61401212,2,Q,2023-04-07T23:20:33.197,2089.0
61401218,2,Q,2023-04-01T22:14:24.017,1727.0
61401224,2,Q,2023-04-09T14:01:00,2099.0
61401225,2,Q,2023-04-05T01:36:29,1739.0
61401227,2,Q,2023-04-04T06:16:53.587,2097.0
61401228,2,Q,2023-04-09T19:24:00,2097.0
61401229,2,Q,2023-04-09T14:01:00,2099.0
61401234,2,Q,2023-04-05T01:15:57.18,2099.0
61401235,2,Q,2023-04-05T03:51:43.987,2099.0
61401238,2,Q,2023-03-30T04:20:43,1799.0
61401246,2,Q,2023-04-09T19:24:00,1755.0
61401248,2,Q,2023-03-29T21:49:18,1755.0
61401249,2,Q,2023-04-09T21:27:00,1789.0
61401250,2,Q,2023-04-09T19:24:00,2099.0
61401252,2,Q,2023-04-09T14:01:00,2099.0
61401254,2,Q,2023-03-29T00:44:05,1759.0
61401255,2,Q,2023-04-04T02:27:06,1719.0
61401257,2,Q,2023-04-09T19:24:00,1799.0
61401258,2,Q,2023-04-07T07:16:21,1849.0
61401261,2,Q,2023-04-10T00:15:00,1799.0
61401263,2,Q,2023-03-24T03:08:03.857,1759.0
61401264,2,Q,2023-04-09T19:24:00,1769.0
61401265,2,Q,2023-04-06T06:35:33.88,1769.0
61401272,2,Q,2023-04-08T01:15:34.53,1789.0
61401276,2,Q,2023-04-09T19:24:00,1759.0
61401279,2,Q,2023-04-10T00:22:40.747,1759.0
61401280,2,Q,2023-04-08T01:15:34.53,1789.0
61401281,2,Q,2023-04-10T00:15:00,1759.0
61401282,2,Q,2023-04-07T07:18:25.78,1849.0
61401288,2,Q,2023-04-05T21:14:21.577,1759.0
61401291,2,Q,2023-04-09T14:01:00,1759.0
61401292,2,Q,2023-04-09T14:01:00,1759.0
61401296,2,Q,2023-04-05T01:45:16.547,1759.0
61401298,2,Q,2023-04-10T00:22:40.747,1769.0
61401301,2,Q,2023-04-09T14:01:00,2099.0
61401302,2,Q,2023-04-07T01:00:40.977,2099.0
61401307,2,Q,2023-04-10T00:22:40.747,2099.0
61401309,2,Q,2023-04-08T06:58:52.9,2097.0
61401316,2,Q,2023-04-05T02:06:20.437,2099.0
61401323,2,Q,2023-04-10T00:22:40.747,2089.0
61401324,2,Q,2023-04-09T19:24:00,2099.0
61401325,2,Q,2023-04-07T02:45:06.793,2099.0
61401329,2,Q,2023-04-06T07:06:22.967,1877.0
61401330,2,Q,2023-04-05T21:18:26.917,2099.0
61401334,2,Q,2023-04-09T14:01:00,2099.0
61401341,2,Q,2023-04-04T22:29:45.617,1759.0
61401343,2,Q,2023-03-27T23:25:00,1755.0
61401344,2,Q,2023-03-29T02:32:55.947,1797.0
61401347,2,Q,2023-04-10T00:22:40.747,1779.0
61401348,2,Q,2023-04-09T14:01:00,1759.0
61401349,2,Q,2023-04-05T01:31:09.833,1759.0
61401353,2,Q,2023-04-10T00:22:40.747,1759.0
61401357,2,Q,2023-04-09T19:24:00,1759.0
61401359,2,Q,2023-04-09T14:01:00,2099.0
61401365,2,Q,2023-04-08T00:18:43,1899.0
61401366,2,Q,2023-04-06T05:05:32.113,2099.0
61401367,2,Q,2023-04-06T02:40:11.073,2099.0
61401371,2,Q,2023-04-06T02:39:29.417,2099.0
61401373,2,Q,2023-04-10T00:22:40.747,1769.0
61401375,2,Q,2023-04-09T19:24:00,2097.0
61401377,2,Q,2023-04-10T00:22:40.747,2099.0
61401378,2,Q,2023-03-29T20:41:42.02,1799.0
61401380,2,Q,2023-04-09T19:24:00,2089.0
61401382,2,Q,2023-04-07T22:42:18,2099.0
61401386,2,Q,2023-03-26T22:45:35.893,1899.0
61401391,2,Q,2023-04-09T14:01:00,2099.0
61401393,2,Q,2023-04-07T01:00:40.977,2099.0
61401398,2,Q,2023-04-07T23:15:36.543,2089.0
61401399,2,Q,2023-04-09T19:24:00,2089.0
61401409,2,Q,2023-04-08T20:44:00,1789.0
61401411,2,Q,2023-04-09T14:01:00,2099.0
61401413,2,Q,2023-03-28T23:29:12.44,1859.0
61401417,2,Q,2023-04-07T07:14:58.18,1849.0
61401421,2,Q,2023-04-08T03:18:39.313,2099.0
61401422,2,Q,2023-04-09T19:24:00,1737.0
61401426,2,Q,2023-04-06T06:35:33.897,1769.0
61401427,2,Q,2023-03-23T02:09:52.907,1769.0
61401428,2,Q,2023-04-06T06:30:39.227,1769.0
61401431,2,Q,2023-04-06T05:26:41.98,1909.0
61401436,2,Q,2023-04-04T04:18:27.76,1909.0
61401438,2,Q,2023-04-09T11:45:36.217,1769.0
61401440,2,Q,2023-04-08T03:53:23,1749.0
61401441,2,Q,2023-04-09T19:24:00,1769.0
61401443,2,Q,2023-04-08T01:56:04.663,1739.0
61401444,2,Q,2023-04-09T21:31:00,1769.0
61401445,2,Q,2023-04-09T19:24:00,1769.0
61401446,2,Q,2023-04-07T04:35:55,1769.0
61401447,2,Q,2023-04-10T00:15:00,1769.0
61401448,2,Q,2023-04-09T10:05:32.923,1769.0
61401450,2,Q,2023-04-05T01:10:04.803,1769.0
61401453,2,Q,2023-03-31T20:55:26.133,1679.0
61401457,2,Q,2023-04-09T19:24:00,2099.0
61401460,2,Q,2023-04-09T19:24:00,1799.0
61401461,2,Q,2023-04-06T01:19:38.917,1829.0
61401462,2,Q,2023-04-09T14:01:00,1769.0
61401471,2,Q,2023-04-09T21:30:00,1759.0
61401473,2,Q,2023-04-06T06:35:33.897,1759.0
61401474,2,Q,2023-04-04T10:26:27,1679.0
61401477,2,Q,2023-04-09T19:24:00,2099.0
61401478,2,Q,2023-04-06T01:15:42.573,1789.0
61401479,2,Q,2023-04-09T19:24:00,1759.0
61401480,2,Q,2023-04-03T01:45:36.833,2099.0
61401483,2,Q,2023-04-09T19:24:00,2099.0
61401485,2,Q,2023-03-27T23:36:15.183,1799.0
61401487,2,Q,2023-03-28T01:54:28,1819.0
61401489,2,Q,2023-04-09T14:01:00,2099.0
61401492,2,Q,2023-04-04T10:37:52,1759.0
61401496,2,Q,2023-04-09T14:01:00,1799.0
61401497,2,Q,2023-03-30T10:35:17.58,1709.0
61401500,2,Q,2023-04-09T14:01:00,1829.0
61401502,2,Q,2023-03-31T03:18:08,1788.0
61401505,2,Q,2023-04-09T23:03:46.227,1665.0
61401506,2,Q,2023-03-29T04:30:36,1799.0
61401507,2,Q,2023-04-08T01:15:34.53,1799.0
61401508,2,Q,2023-04-09T19:24:00,1789.0
61401510,2,Q,2023-04-06T00:17:29,1737.0
61401512,2,Q,2023-04-09T19:24:00,2099.0
61401514,2,Q,2023-04-09T14:01:00,2099.0
61401517,2,Q,2023-04-03T01:15:35.713,2099.0
61401520,2,Q,2023-04-06T01:31:38.78,1997.0
61401523,2,Q,2023-04-09T14:01:00,1799.0
61401524,2,Q,2023-04-09T14:01:00,2099.0
61401530,2,Q,2023-04-07T01:00:40.977,2099.0
61401531,2,Q,2023-04-07T23:20:33.197,2099.0
61401534,2,Q,2023-04-07T01:20:29.873,2099.0
61401535,2,Q,2023-04-08T01:15:34.543,1789.0
61401537,2,Q,2023-04-06T06:35:33.897,1759.0
61401541,2,Q,2023-04-09T14:01:00,1759.0
61401543,2,Q,2023-04-09T21:26:00,1765.0
61401544,2,Q,2023-04-10T00:22:40.747,2099.0
61401545,2,Q,2023-04-05T22:10:40.69,2099.0
61401546,2,Q,2023-04-10T00:22:40.747,1759.0
61401547,2,Q,2023-04-09T19:24:00,1737.0
61401551,2,Q,2023-04-10T00:15:00,2099.0
61401554,2,Q,2023-04-06T23:45:37.133,2089.0
61401555,2,Q,2023-03-30T08:17:02.76,1759.0
61401560,2,Q,2023-04-06T01:34:42.007,2099.0
